id,raw_text,normalized_text,label,split
1373,"Chụp màn hình luôn đi!","chụp màn hình luôn đi",control_device,train
1374,"Mở PyCharm hộ mình!","mở pycharm hộ mình",control_device,train
1375,"Tắt tất cả ứng dụng đang chạy!","tắt tất cả ứng dụng đang chạy",control_device,train
1376,"Mở Task Manager giúp tôi!","mở task manager giúp tôi",control_device,train
1377,"Cho tôi vào Facebook!","cho tôi vào facebook",control_device,train
1378,"Phát playlist yêu thích đi!","phát playlist yêu thích đi",control_device,train
1379,"Mở ứng dụng email!","mở ứng dụng email",control_device,train
1380,"Vì sao semantic search thông minh hơn search thường?","vì sao semantic search thông minh hơn search thường",qa,train
1381,"Mai có lịch gì không?","mai co lich gi ko",calendar,train
1382,"Mở YouTube đi!","mo ytb di",control_device,train
1383,"Tôi thích nhạc chill.","toi thik nhac chill",personalize,train
1384,"GPU là gì vậy?","gpu la gi v",qa,train
1385,"Mở du túp nhạc Lo-Fi!","mở du túp nhạc lofi",control_device,train
1386,"Gô gồ machine learning!","gô gồ machine learning",control_device,train
1387,"Nhắc tui học AI lúc 8 giờ tối.","nhắc tui học ai lúc 8 giờ tối",calendar,train
1388,"Tui thích code đêm.","tui thích code đêm",personalize,train
1389,"Mở YouTube rồi phát nhạc chill luôn!","mở youtube rồi phát nhạc chill luôn",control_device,train
1390,"Mai nhắc tôi họp rồi mở zoom giúp tôi.","mai nhắc tôi họp rồi mở zoom giúp tôi",calendar,train
1391,"Mai có gì không?","mai có gì không",calendar,train
1392,"Tôi mệt quá.","tôi mệt quá",qa,train
1393,"Mở nó lên đi!","mở nó lên đi",control_device,train
1394,"Đặt lịch họp ở Starbucks lúc 7h tối.","đặt lịch họp ở starbucks lúc 7h tối",calendar,train
1395,"Mở Visual Studio Code!","mở visual studio code",control_device,train
1396,"Tôi làm ở Samsung.","tôi làm ở samsung",personalize,train
1397,"PostgreSQL có tốt hơn MySQL không?","postgresql có tốt hơn mysql không",qa,train
1398,"Mình khá hướng nội.","mình khá hướng nội",personalize,train
1399,"Tôi thích làm việc một mình hơn.","tôi thích làm việc một mình hơn",personalize,train
1400,"Mình thường học sau 10h tối.","mình thường học sau 10h tối",personalize,train
1401,"Tôi dễ buồn ngủ vào buổi chiều.","tôi dễ buồn ngủ vào buổi chiều",personalize,train
1402,"Mình thích cafe yên tĩnh để học bài.","mình thích cafe yên tĩnh để học bài",personalize,train
1403,"Tôi không chịu được tiếng ồn lớn.","tôi không chịu được tiếng ồn lớn",personalize,train
1404,"Mình thích nghe piano khi code.","mình thích nghe piano khi code",personalize,train
1405,"Tôi hay procrastinate vào buổi tối.","tôi hay procrastinate vào buổi tối",personalize,train
1406,"Mình thích setup bàn làm việc tối màu.","mình thích setup bàn làm việc tối màu",personalize,train
1407,"Tôi thường quên uống nước.","tôi thường quên uống nước",personalize,train
1408,"Mình đang cố cải thiện tiếng Anh giao tiếp.","mình đang cố cải thiện tiếng anh giao tiếp",personalize,train
1409,"Tôi thích câu trả lời ngắn thôi.","tôi thích câu trả lời ngắn thôi",personalize,train
1410,"Mình muốn assistant nói tự nhiên hơn.","mình muốn assistant nói tự nhiên hơn",personalize,train
1411,"Tôi hay thức tới 2h sáng.","tôi hay thức tới 2h sáng",personalize,train
1412,"Mình thích đi đường tránh đông xe.","mình thích đi đường tránh đông xe",personalize,train
1413,"Tôi thường order đồ ăn khuya.","tôi thường order đồ ăn khuya",personalize,train
1414,"Mình thích thời tiết lạnh hơn nóng.","mình thích thời tiết lạnh hơn nóng",personalize,train
1415,"Tôi đang luyện speaking IELTS mỗi ngày.","tôi đang luyện speaking ielts mỗi ngày",personalize,train
1416,"Mình không thích thông báo quá nhiều.","mình không thích thông báo quá nhiều",personalize,train
1417,"Tôi thích nhạc không lời lúc làm việc.","tôi thích nhạc không lời lúc làm việc",personalize,train
1418,"Vì sao websocket phù hợp voice assistant?","vì sao websocket phù hợp voice assistant",qa,train
1419,"LLM tạo câu trả lời bằng cách nào?","llm tạo câu trả lời bằng cách nào",qa,train
1420,"Embedding giúp semantic search ra sao?","embedding giúp semantic search ra sao",qa,train
1421,"Vì sao transformer xử lý ngôn ngữ tốt vậy?","vì sao transformer xử lý ngôn ngữ tốt vậy",qa,train
1422,"Cache redis giúp tăng tốc kiểu gì?","cache redis giúp tăng tốc kiểu gì",qa,train
1423,"Sự khác nhau giữa thread với process là gì?","sự khác nhau giữa thread với process là gì",qa,train
1424,"Vì sao docker nhẹ hơn virtual machine?","vì sao docker nhẹ hơn virtual machine",qa,train
1425,"GPU train AI nhanh hơn CPU bao nhiêu?","gpu train ai nhanh hơn cpu bao nhiêu",qa,train
1426,"PostgreSQL có hỗ trợ vector search không?","postgresql có hỗ trợ vector search không",qa,train
1427,"RAG có cần fine tuning không?","rag có cần fine tuning không",qa,train
1428,"Whisper nhận diện giọng nói kiểu gì?","whisper nhận diện giọng nói kiểu gì",qa,train
1429,"Streaming realtime hoạt động ra sao?","streaming realtime hoạt động ra sao",qa,train
1430,"Vì sao websocket không cần polling liên tục?","vì sao websocket không cần polling liên tục",qa,train
1431,"FastAPI async có lợi gì?","fastapi async có lợi gì",qa,train
1432,"Vector database lưu dữ liệu như thế nào?","vector database lưu dữ liệu như thế nào",qa,train
1433,"Semantic retrieval khác database search thường sao?","semantic retrieval khác database search thường sao",qa,train
1434,"Vì sao cosine similarity đo độ giống được?","vì sao cosine similarity đo độ giống được",qa,train
1435,"LLM hallucination là gì vậy?","llm hallucination là gì vậy",qa,train
1436,"API gateway dùng để làm gì?","api gateway dùng để làm gì",qa,train
1437,"Microservice khó hơn monolithic ở đâu?","microservice khó hơn monolithic ở đâu",qa,train
1438,"Qwen với Llama khác nhau thế nào?","qwen với llama khác nhau thế nào",qa,train
1439,"Websocket là gì vậy?","websocket là gì vậy",qa,train
1440,"Vì sao AI cần dữ liệu nhiều thế?","vì sao ai cần dữ liệu nhiều thế",qa,train
1441,"GPU khác CPU ở điểm nào?","gpu khác cpu ở điểm nào",qa,train
1442,"Machine learning hoạt động sao?","machine learning hoạt động sao",qa,train
1443,"RAG là gì thế?","rag là gì thế",qa,train
1444,"Embedding vector dùng để làm gì?","embedding vector dùng để làm gì",qa,train
1445,"Python có dễ học không?","python có dễ học không",qa,train
1446,"API restful là gì?","api restful là gì",qa,train
1447,"Docker giúp gì cho deploy?","docker giúp gì cho deploy",qa,train
1448,"Semantic search khác keyword search thế nào?","semantic search khác keyword search thế nào",qa,train
1449,"Transformer model hoạt động ra sao?","transformer model hoạt động ra sao",qa,train
1450,"Backend với frontend khác gì nhau?","backend với frontend khác gì nhau",qa,train
1451,"Tại sao websocket realtime hơn HTTP?","tại sao websocket realtime hơn http",qa,train
1452,"PostgreSQL có ưu điểm gì?","postgresql có ưu điểm gì",qa,train
1453,"LLM là viết tắt của gì?","llm là viết tắt của gì",qa,train
1454,"Fine tuning nghĩa là sao?","fine tuning nghĩa là sao",qa,train
1455,"Vì sao GPU phù hợp train AI?","vì sao gpu phù hợp train ai",qa,train
1456,"Speech to text là gì?","speech to text là gì",qa,train
1457,"JSON dùng để làm gì?","json dùng để làm gì",qa,train
1458,"Redis hoạt động kiểu gì?","redis hoạt động kiểu gì",qa,train
1459,"Linux là gì vậy?","linux là gì vậy",qa,train
1460,"Ubuntu khác Windows thế nào?","ubuntu khác windows thế nào",qa,train
1461,"Vector database là gì?","vector database là gì",qa,train
1462,"Prompt engineering nghĩa là gì?","prompt engineering nghĩa là gì",qa,train
1463,"Chatbot hiểu câu hỏi kiểu gì?","chatbot hiểu câu hỏi kiểu gì",qa,train
1464,"CPU với GPU cái nào mạnh hơn?","cpu với gpu cái nào mạnh hơn",qa,train
1465,"Cache dùng để làm gì?","cache dùng để làm gì",qa,train
1466,"Server là gì vậy?","server là gì vậy",qa,train
1467,"Internet hoạt động như thế nào?","internet hoạt động như thế nào",qa,train
1468,"Docker compose có tác dụng gì?","docker compose có tác dụng gì",qa,train
1469,"Vì sao AI đôi lúc trả lời sai?","vì sao ai đôi lúc trả lời sai",qa,train
1470,"Semantic retrieval là gì?","semantic retrieval là gì",qa,train
1471,"MCP là gì trong AI agent?","mcp là gì trong ai agent",qa,train
1472,"FastAPI dùng để làm gì?","fastapi dùng để làm gì",qa,train
1473,"Websocket stream audio kiểu gì?","websocket stream audio kiểu gì",qa,train
1474,"Deep learning khác machine learning sao?","deep learning khác machine learning sao",qa,train
1475,"NLP là gì thế?","nlp là gì thế",qa,train
1476,"Computer vision dùng để làm gì?","computer vision dùng để làm gì",qa,train
1477,"Vì sao cosine similarity hữu ích?","vì sao cosine similarity hữu ích",qa,train
1478,"HTTP và HTTPS khác nhau sao?","http và https khác nhau sao",qa,train
1479,"Mai có lịch gì không?","mai co lich gi ko",calendar,train
1480,"Nhớ tôi học bài lúc 8h tối nha!","nho toi hoc bai luc 8h toi nha",calendar,train
1481,"Check lịch dùm tôi với!","check lich dum toi voi",calendar,train
1482,"Xóa cái reminder hồi nãy đi!","xoa cai reminder hoi nay di",calendar,train
1483,"Mai rảnh không ta?","mai ranh ko ta",calendar,train
1484,"Mở YouTube đi!","mo ytb di",control_device,train
1485,"Bật wifi giúp tôi!","bat wf giup toi",control_device,train
1486,"Tắt nhạc đi!","tat nhac di",control_device,train
1487,"Mở GitHub lên!","mo github len",control_device,train
1488,"Restart máy dùm cái!","restart may dum cai",control_device,train
1489,"Tôi thích nhạc chill.","toi thik nhac chill",personalize,train
1490,"Mình hay code đêm.","minh hay code dem",personalize,train
1491,"Tôi không ăn cay được.","toi ko an cay dc",personalize,train
1492,"Mình thích dark mode.","minh thik dark mode",personalize,train
1493,"GPU là gì vậy?","gpu la gi v",qa,train
1494,"API là gì vậy?","api la gi z",qa,train
1495,"Mai nhớ gọi tôi dậy nha chứ tôi sợ ngủ quên.","mai nhớ gọi tôi dậy nha chứ tôi sợ ngủ quên",calendar,train
1496,"Đặt lịch học dùm cái tối nay 8h.","đặt lịch học dùm cái tối nay 8h",calendar,train
1497,"Lịch mai có kín không vậy?","lịch mai có kín không vậy",calendar,train
1498,"Hủy cái lịch hồi chiều đi giúp tôi.","hủy cái lịch hồi chiều đi giúp tôi",calendar,train
1499,"Mai tôi có phải lên trường không ta?","mai tôi có phải lên trường không ta",calendar,train
1500,"Mở nhạc chill chill tí đi!","mở nhạc chill chill tí đi",control_device,train
1501,"Bật wifi lại xem mạng lag quá!","bật wf lại xem mạng lag quá",control_device,train
1502,"Mở Google Chrome giúp tui!","mở gúc gồ chrome giúp tui",control_device,train
1503,"Vào YouTube phát nhạc học bài đi!","vào du túp phát nhạc học bài đi",control_device,train
1504,"Search cách fix docker error!","search cách fix docker error",control_device,train
1505,"Mình mê công nghệ lắm.","mình mê công nghệ lắm",personalize,train
1506,"Tôi cực thích backend luôn.","tôi cực thích backend luôn",personalize,train
1507,"Mình học dễ vào buổi đêm hơn.","mình học dễ vào buổi đêm hơn",personalize,train
1508,"Tôi ghét bị spam notification.","tôi ghét bị spam notification",personalize,train
1509,"Mình thích ngồi góc yên tĩnh học bài.","mình thích ngồi góc yên tĩnh học bài",personalize,train
1510,"AI agent khác chatbot chỗ nào?","ai agent khác chatbot chỗ nào",qa,train
1511,"Backend dev thường làm gì?","backend dev thường làm gì",qa,train
1512,"Frontend với UI UX khác nhau sao?","frontend với ui ux khác nhau sao",qa,train
1513,"Websocket có dùng cho game realtime được không?","websocket có dùng cho game realtime được không",qa,train
1514,"Vector embedding tạo như thế nào?","vector embedding tạo như thế nào",qa,train
1515,"Anh ơi mở youtube giúp em với!","anh ơi mở youtube giúp em với",control_device,train
1516,"Chị ơi nhắc em mai nộp bài nha.","chị ơi nhắc em mai nộp bài nha",calendar,train
1517,"Máy lag quá restart giúp mình cái!","máy lag quá restart giúp mình cái",control_device,train
1518,"Mai có lịch học xác suất không ta?","mai có lịch học xác suất không ta",calendar,train
1519,"Mình thích assistant nói chuyện casual thôi.","mình thích assistant nói chuyện casual thôi",personalize,train
1520,"Thêm lịch ăn lẩu với team cuối tuần.","thêm lịch ăn lẩu với team cuối tuần",calendar,train
1521,"Đặt lịch đi cf học nhóm tối mai.","đặt lịch đi cf học nhóm tối mai",calendar,train
1522,"Mai có lịch phỏng vấn không nhỉ?","mai có lịch phỏng vấn không nhỉ",calendar,validation
1523,"Nhắc tôi checkout github contribution tối nay.","nhắc tôi checkout github contribution tối nay",calendar,validation
1524,"Schedule demo project thứ 6 giúp tôi.","schedule demo project thứ 6 giúp tôi",calendar,validation
1525,"Mở github repo backend!","mở github repo backend",control_device,validation
1526,"Search how to learn ai agent!","search how to learn ai agent",control_device,validation
1527,"Mở youtube coding music!","mở youtube coding music",control_device,validation
1528,"Vào google docs giúp tôi!","vào google docs giúp tôi",control_device,validation
1529,"Mở app camera laptop!","mở app camera laptop",control_device,validation
1530,"Mình thích làm việc có deadline rõ ràng.","mình thích làm việc có deadline rõ ràng",personalize,validation
1531,"Tôi thường tập trung tốt sau 9h tối.","tôi thường tập trung tốt sau 9h tối",personalize,validation
1532,"Mình đang tập sống healthy hơn.","mình đang tập sống healthy hơn",personalize,validation
1533,"Tôi thích assistant trả lời giống người thật.","tôi thích assistant trả lời giống người thật",personalize,validation
1534,"Mình không thích nói chuyện quá formal.","mình không thích nói chuyện quá formal",personalize,validation
1535,"Vì sao ai model cần gpu mạnh?","vì sao ai model cần gpu mạnh",qa,validation
1536,"Cuda dùng để tăng tốc kiểu gì?","cuda dùng để tăng tốc kiểu gì",qa,validation
1537,"Speech to text khác text to speech sao?","speech to text khác text to speech sao",qa,validation
1538,"Ollama dùng để chạy model local à?","ollama dùng để chạy model local à",qa,validation
1539,"Qwen với llama khác nhau thế nào?","qwen với llama khác nhau thế nào",qa,validation
1540,"Xe điện đi trời mưa có an toàn không?","xe điện đi trời mưa có an toàn không",qa,validation
1541,"Vì sao điện thoại nóng lên khi chơi game?","vì sao điện thoại nóng lên khi chơi game",qa,validation
1542,"Pin lithium hoạt động như thế nào?","pin lithium hoạt động như thế nào",qa,validation
1543,"Sao ngủ ít lại đau đầu?","sao ngủ ít lại đau đầu",qa,validation
1544,"Ăn khuya có ảnh hưởng gì không?","ăn khuya có ảnh hưởng gì không",qa,test
1545,"Vì sao uống cà phê tối dễ mất ngủ?","vì sao uống cà phê tối dễ mất ngủ",qa,test
1546,"Não bộ ghi nhớ thông tin kiểu gì?","não bộ ghi nhớ thông tin kiểu gì",qa,test
1547,"Vì sao học bằng hình ảnh dễ nhớ hơn?","vì sao học bằng hình ảnh dễ nhớ hơn",qa,test
1548,"Mưa axit hình thành như thế nào?","mưa axit hình thành như thế nào",qa,test
1549,"Vì sao trời nồm làm sàn nhà ướt?","vì sao trời nồm làm sàn nhà ướt",qa,test
1550,"Camera điện thoại lấy nét kiểu gì?","camera điện thoại lấy nét kiểu gì",qa,test
1551,"Sao tai nghe bluetooth có độ trễ?","sao tai nghe bluetooth có độ trễ",qa,test
1552,"Wifi 5ghz khác gì 2.4ghz?","wifi 5ghz khác gì 2.4ghz",qa,test
1553,"Vì sao pin iphone chai theo thời gian?","vì sao pin iphone chai theo thời gian",qa,test
1554,"Sao mở nhiều tab chrome lại tốn ram?","sao mở nhiều tab chrome lại tốn ram",qa,test
1555,"Đi bộ mỗi ngày có lợi gì cho tim mạch?","đi bộ mỗi ngày có lợi gì cho tim mạch",qa,test
1556,"Vì sao stress làm khó ngủ?","vì sao stress làm khó ngủ",qa,test
1557,"Uống nước ngay sau khi ngủ dậy có tốt không?","uống nước ngay sau khi ngủ dậy có tốt không",qa,test
1558,"Vì sao con người cần vitamin c?","vì sao con người cần vitamin c",qa,test
1559,"Tôi thường nghe white noise để ngủ.","tôi thường nghe white noise để ngủ",personalize,test
1560,"Mai có lịch học xác suất không ta?","mai có lịch học xác suất không ta",calendar,test
1561,"Mở settings hệ thống!","mở settings hệ thống",control_device,test
1562,"Thêm lịch ăn lẩu với team cuối tuần.","thêm lịch ăn lẩu với team cuối tuần",calendar,test
1563,"Vào drive giúp cái!","vào drive giúp cái",control_device,test
