id,raw_text,normalized_text,label,split,normalized_no_accent
645,Tôi là fan của nhạc Lo-Fi.,tôi là fan của nhạc lo fi,personalize,train,toi la fan cua nhac lo fi
1221,Vì sao websocket phù hợp realtime?,vì sao websocket phù hợp realtime,qa,train,vi sao websocket phu hop realtime
148,Chào bạn!,chào bạn,qa,train,chao ban
307,Bật đèn pin lên!,bật đèn pin lên,control_device,train,bat đen pin len
1542,Pin lithium hoạt động như thế nào?,pin lithium hoạt động như thế nào,qa,train,pin lithium hoat đong nhu the nao
47,Sự khác nhau giữa hiệu quả và hiệu suất?,sự khác nhau giữa hiệu quả và hiệu suất,qa,train,su khac nhau giua hieu qua va hieu suat
933,Nhắc tôi kiểm tra email sáng mai.,nhắc tôi kiểm tra email sáng mai,calendar,validation,nhac toi kiem tra email sang mai
499,Tôi thích nhiệt độ phòng khoảng 25 độ.,tôi thích nhiệt độ phòng khoảng độ,personalize,test,toi thich nhiet đo phong khoang đo
65,Cách kiểm soát cảm xúc?,cách kiểm soát cảm xúc,qa,train,cach kiem soat cam xuc
5,Cách luộc trứng lòng đào?,cách luộc trứng lòng đào,qa,train,cach luoc trung long đao
34,Nhớ là tôi hay ngủ muộn.,nhớ là tôi hay ngủ muộn,personalize,train,nho la toi hay ngu muon
1262,Tôi đang sống tại Đà Nẵng.,tôi đang sống tại đà nẵng,personalize,train,toi đang song tai đa nang
879,Cách tăng chiều cao tự nhiên?,cách tăng chiều cao tự nhiên,qa,train,cach tang chieu cao tu nhien
768,Tôi thường đi ngủ sau 12 giờ.,tôi thường đi ngủ sau giờ,personalize,train,toi thuong đi ngu sau gio
870,Ăn chuối có lợi gì cho sức khỏe?,ăn chuối có lợi gì cho sức khỏe,qa,train,an chuoi co loi gi cho suc khoe
1520,Thêm lịch ăn lẩu với team cuối tuần.,thêm lịch ăn lẩu với team cuối tuần,calendar,test,them lich an lau voi team cuoi tuan
472,Vì sao luyện nghe quan trọng trong học tiếng Anh?,vì sao luyện nghe quan trọng trong học tiếng anh,qa,train,vi sao luyen nghe quan trong trong hoc tieng anh
143,Tôi không thích ánh sáng mạnh.,tôi không thích ánh sáng mạnh,personalize,train,toi khong thich anh sang manh
231,Thêm lịch học lập trình vào chiều nay.,thêm lịch học lập trình vào chiều nay,calendar,train,them lich hoc lap trinh vao chieu nay
934,Tại sao nên đọc sách?,tại sao nên đọc sách,qa,train,tai sao nen đoc sach
425,Bật ghi âm!,bật ghi âm,control_device,validation,bat ghi am
453,Hủy lịch mai.,hủy lịch mai,calendar,train,huy lich mai
218,Mở file PowerPoint!,mở file powerpoint,control_device,train,mo file powerpoint
897,Tại sao cần cân bằng công việc và cuộc sống?,tại sao cần cân bằng công việc và cuộc sống,qa,train,tai sao can can bang cong viec va cuoc song
502,Tôi có kế hoạch gì sắp tới không?,tôi có kế hoạch gì sắp tới không,calendar,train,toi co ke hoach gi sap toi khong
308,Tôi thích làm việc vào buổi sáng.,tôi thích làm việc vào buổi sáng,personalize,train,toi thich lam viec vao buoi sang
1496,Đặt lịch học dùm cái tối nay 8h.,đặt lịch học dùm cái tối nay h,calendar,validation,đat lich hoc dum cai toi nay h
360,Tại sao nên duy trì thói quen đọc sách?,tại sao nên duy trì thói quen đọc sách,qa,train,tai sao nen duy tri thoi quen đoc sach
375,Nhớ là tôi hay dậy sớm.,nhớ là tôi hay dậy sớm,personalize,train,nho la toi hay day som
735,Tăng âm lượng lên!,tăng âm lượng lên,control_device,train,tang am luong len
407,Cách giải ax^2 + bx + c = 0?,cách giải ax bx c,qa,train,cach giai ax bx c
1242,Đặt nhắc nhở học bài tối nay.,đặt nhắc nhở học bài tối nay,calendar,train,đat nhac nho hoc bai toi nay
199,Chụp screenshot!,chụp screenshot,control_device,validation,chup screenshot
635,Tôi thích nhận thông báo dạng văn bản.,tôi thích nhận thông báo dạng văn bản,personalize,train,toi thich nhan thong bao dang van ban
1092,Llama là gì?,llama là gì,qa,test,llama la gi
699,Đổi sang chế độ tối!,đổi sang chế độ tối,control_device,train,đoi sang che đo toi
1104,Accuracy là gì?,accuracy là gì,qa,train,accuracy la gi
1527,Mở youtube coding music!,mở youtube coding music,control_device,train,mo youtube coding music
780,Vì sao cần đội mũ bảo hiểm?,vì sao cần đội mũ bảo hiểm,qa,train,vi sao can đoi mu bao hiem
107,Vì sao nên theo dõi thu chi hàng tháng?,vì sao nên theo dõi thu chi hàng tháng,qa,train,vi sao nen theo doi thu chi hang thang
1511,Backend dev thường làm gì?,backend dev thường làm gì,qa,train,backend dev thuong lam gi
1287,Google websocket python!,google websocket python,control_device,validation,google websocket python
1333,Lịch tháng này còn trống không?,lịch tháng này còn trống không,calendar,test,lich thang nay con trong khong
420,Chiều thứ sáu có lịch gì không?,chiều thứ sáu có lịch gì không,calendar,train,chieu thu sau co lich gi khong
386,Tôi thường đi làm bằng xe máy điện.,tôi thường đi làm bằng xe máy điện,personalize,train,toi thuong đi lam bang xe may đien
804,Nhà tôi ở Bắc Ninh.,nhà tôi ở bắc ninh,personalize,train,nha toi o bac ninh
577,Big Data là gì?,big data là gì,qa,validation,big data la gi
89,Ghi nhớ tôi thích cà phê.,ghi nhớ tôi thích cà phê,personalize,train,ghi nho toi thich ca phe
1045,Python khó không?,python khó không,qa,train,python kho khong
799,Thoát Word!,thoát word,control_device,train,thoat word
667,Đóng Notepad!,đóng notepad,control_device,train,đong notepad
1016,Machine learning là gì?,machine learning là gì,qa,train,machine learning la gi
174,Tại sao cần giảm tốc độ khi trời mưa?,tại sao cần giảm tốc độ khi trời mưa,qa,validation,tai sao can giam toc đo khi troi mua
731,Nhắc tôi họp lúc 3h chiều.,nhắc tôi họp lúc h chiều,calendar,validation,nhac toi hop luc h chieu
267,Nhắn tin cho Chu!,nhắn tin cho chu,control_device,train,nhan tin cho chu
581,Nhắc tôi họp zoom lúc 8 giờ tối.,nhắc tôi họp zoom lúc giờ tối,calendar,train,nhac toi hop zoom luc gio toi
1501,Bật wifi lại xem mạng lag quá!,bật wifi lại xem mạng lag quá,control_device,train,bat wifi lai xem mang lag qua
385,Ngày kia có cuộc họp không?,ngày kia có cuộc họp không,calendar,train,ngay kia co cuoc hop khong
1491,Tôi không ăn cay được.,tôi không ăn cay được,personalize,train,toi khong an cay đuoc
333,Cách rã đông thực phẩm nhanh?,cách rã đông thực phẩm nhanh,qa,train,cach ra đong thuc pham nhanh
1342,Lịch tuần sau như nào nhỉ?,lịch tuần sau như nào nhỉ,calendar,train,lich tuan sau nhu nao nhi
737,Thêm lịch xem phim tối nay.,thêm lịch xem phim tối nay,calendar,train,them lich xem phim toi nay
1108,Fine tuning là gì?,fine tuning là gì,qa,train,fine tuning la gi
473,Tại sao nên thiền?,tại sao nên thiền,qa,train,tai sao nen thien
769,Thêm lịch gọi điện cho mẹ tối nay.,thêm lịch gọi điện cho mẹ tối nay,calendar,train,them lich goi đien cho me toi nay
167,Có lịch nộp bài không hôm nay?,có lịch nộp bài không hôm nay,calendar,train,co lich nop bai khong hom nay
848,Tạo lịch đóng tiền điện cuối tháng.,tạo lịch đóng tiền điện cuối tháng,calendar,train,tao lich đong tien đien cuoi thang
580,Phát playlist yêu thích!,phát playlist yêu thích,control_device,train,phat playlist yeu thich
75,Tại sao nên duy trì động lực?,tại sao nên duy trì động lực,qa,train,tai sao nen duy tri đong luc
634,Lên lịch trả tiền nhà.,lên lịch trả tiền nhà,calendar,validation,len lich tra tien nha
598,ChatGPT hoạt động như thế nào?,chatgpt hoạt động như thế nào,qa,train,chatgpt hoat đong nhu the nao
749,Mở Facebook!,mở facebook,control_device,train,mo facebook
301,Ngày mai có lịch thi không?,ngày mai có lịch thi không,calendar,train,ngay mai co lich thi khong
455,Thêm lịch mai dậy.,thêm lịch mai dậy,calendar,train,them lich mai day
558,Sáng nay tôi có bận gì không?,sáng nay tôi có bận gì không,calendar,train,sang nay toi co ban gi khong
1175,Mình ở Hà Đông.,mình ở hà đông,personalize,validation,minh o ha đong
330,Cho tôi xem các sự kiện sắp tới.,cho tôi xem các sự kiện sắp tới,calendar,train,cho toi xem cac su kien sap toi
214,Chỉ đường về nhà giúp tôi!,chỉ đường về nhà giúp tôi,control_device,train,chi đuong ve nha giup toi
853,Nhớ là tôi hay dùng máy tính buổi tối.,nhớ là tôi hay dùng máy tính buổi tối,personalize,test,nho la toi hay dung may tinh buoi toi
329,Thêm lịch nấu ăn lúc 6 giờ chiều.,thêm lịch nấu ăn lúc giờ chiều,calendar,train,them lich nau an luc gio chieu
319,Cách thanh toán online an toàn?,cách thanh toán online an toàn,qa,train,cach thanh toan online an toan
579,Giá vàng hiện tại là bao nhiêu?,giá vàng hiện tại là bao nhiêu,qa,train,gia vang hien tai la bao nhieu
338,Cách tính tiền nước hàng tháng?,cách tính tiền nước hàng tháng,qa,train,cach tinh tien nuoc hang thang
1420,Embedding giúp semantic search ra sao?,embedding giúp semantic search ra sao,qa,validation,embedding giup semantic search ra sao
1483,Mai rảnh không ta?,mai rảnh không ta,calendar,train,mai ranh khong ta
1126,Knowledge base là gì?,knowledge base là gì,qa,train,knowledge base la gi
748,Đóng file hiện tại!,đóng file hiện tại,control_device,train,đong file hien tai
1076,Cache là gì?,cache là gì,qa,train,cache la gi
1315,Chiều nay tôi có lịch gì không?,chiều nay tôi có lịch gì không,calendar,train,chieu nay toi co lich gi khong
193,Hãy nhớ tôi thích học buổi sáng.,hãy nhớ tôi thích học buổi sáng,personalize,train,hay nho toi thich hoc buoi sang
352,Tạo lịch gọi điện vào ngày mai.,tạo lịch gọi điện vào ngày mai,calendar,train,tao lich goi đien vao ngay mai
4,Hủy tất cả báo thức!,hủy tất cả báo thức,control_device,train,huy tat ca bao thuc
1120,Sự khác nhau polling websocket?,sự khác nhau polling websocket,qa,train,su khac nhau polling websocket
719,Tại sao trời có mưa?,tại sao trời có mưa,qa,train,tai sao troi co mua
599,Tôi có bao nhiêu lịch hôm nay?,tôi có bao nhiêu lịch hôm nay,calendar,train,toi co bao nhieu lich hom nay
1171,Tôi tên Cảnh Nguyễn.,tôi tên cảnh nguyễn,personalize,train,toi ten canh nguyen
1422,Cache redis giúp tăng tốc kiểu gì?,cache redis giúp tăng tốc kiểu gì,qa,train,cache redis giup tang toc kieu gi
535,Tôi có thói quen uống cà phê buổi sáng.,tôi có thói quen uống cà phê buổi sáng,personalize,train,toi co thoi quen uong ca phe buoi sang
554,Giảm âm lượng xuống thấp!,giảm âm lượng xuống thấp,control_device,train,giam am luong xuong thap
114,Ghi lại rằng tôi thích trà sữa.,ghi lại rằng tôi thích trà sữa,personalize,train,ghi lai rang toi thich tra sua
508,Chiều nay có cuộc họp không?,chiều nay có cuộc họp không,calendar,train,chieu nay co cuoc hop khong
818,Tôi không thích làm việc nhóm.,tôi không thích làm việc nhóm,personalize,train,toi khong thich lam viec nhom
248,Mở điểm phát wifi!,mở điểm phát wifi,control_device,train,mo điem phat wifi
61,Đóng tab hiện tại!,đóng tab hiện tại,control_device,train,đong tab hien tai
1154,Mình tên là Cảnh.,mình tên là cảnh,personalize,train,minh ten la canh
1115,Sklearn là gì?,sklearn là gì,qa,validation,sklearn la gi
1529,Mở app camera laptop!,mở app camera laptop,control_device,train,mo app camera laptop
516,Mở Spotify phát nhạc!,mở spotify phát nhạc,control_device,train,mo spotify phat nhac
1330,8h tối nhớ nhắc tôi họp zoom.,h tối nhớ nhắc tôi họp zoom,calendar,train,h toi nho nhac toi hop zoom
873,Vì sao kim loại dẫn điện tốt?,vì sao kim loại dẫn điện tốt,qa,train,vi sao kim loai dan đien tot
240,Lịch ngày 25 có gì?,lịch ngày có gì,calendar,train,lich ngay co gi
19,Xem lịch cá nhân.,xem lịch cá nhân,calendar,train,xem lich ca nhan
454,Hủy lịch ngày mai.,hủy lịch ngày mai,calendar,train,huy lich ngay mai
273,IELTS có mấy phần thi?,ielts có mấy phần thi,qa,train,ielts co may phan thi
560,Lịch sắp tới của tôi là gì?,lịch sắp tới của tôi là gì,calendar,train,lich sap toi cua toi la gi
1554,Sao mở nhiều tab chrome lại tốn ram?,sao mở nhiều tab chrome lại tốn ram,qa,train,sao mo nhieu tab chrome lai ton ram
1538,Ollama dùng để chạy model local à?,ollama dùng để chạy model local à,qa,train,ollama dung đe chay model local a
467,Kiểm tra cập nhật hệ thống đi!,kiểm tra cập nhật hệ thống đi,control_device,train,kiem tra cap nhat he thong đi
1274,Tôi làm ở Viettel.,tôi làm ở viettel,personalize,train,toi lam o viettel
1429,Streaming realtime hoạt động ra sao?,streaming realtime hoạt động ra sao,qa,train,streaming realtime hoat đong ra sao
1184,Vào Drive giúp tôi!,vào drive giúp tôi,control_device,train,vao drive giup toi
166,Tại sao cần uống đủ nước?,tại sao cần uống đủ nước,qa,test,tai sao can uong đu nuoc
1204,ChatGPT đi!,chatgpt đi,control_device,train,chatgpt đi
1399,Tôi thích làm việc một mình hơn.,tôi thích làm việc một mình hơn,personalize,train,toi thich lam viec mot minh hon
1239,Tạo lịch họp team lúc 9h sáng mai.,tạo lịch họp team lúc h sáng mai,calendar,train,tao lich hop team luc h sang mai
1490,Mình hay code đêm.,mình hay code đêm,personalize,train,minh hay code đem
551,Tôi thích đi đường ngắn nhất.,tôi thích đi đường ngắn nhất,personalize,test,toi thich đi đuong ngan nhat
29,Sáng mai tôi có bận không?,sáng mai tôi có bận không,calendar,train,sang mai toi co ban khong
1066,JWT là gì?,jwt là gì,qa,train,jwt la gi
379,Xem lịch tuần sau.,xem lịch tuần sau,calendar,train,xem lich tuan sau
1056,Cosine similarity là gì?,cosine similarity là gì,qa,test,cosine similarity la gi
1220,Cách hoạt động của cosine similarity?,cách hoạt động của cosine similarity,qa,validation,cach hoat đong cua cosine similarity
8,Tôi không thích ăn đồ ngọt.,tôi không thích ăn đồ ngọt,personalize,train,toi khong thich an đo ngot
1224,Vì sao nên dùng PostgreSQL?,vì sao nên dùng postgresql,qa,train,vi sao nen dung postgresql
1208,Mở git húp!,mở git húp,control_device,train,mo git hup
1525,Mở github repo backend!,mở github repo backend,control_device,train,mo github repo backend
643,Tạo lịch gọi zoom vào tối nay.,tạo lịch gọi zoom vào tối nay,calendar,validation,tao lich goi zoom vao toi nay
486,Nhắc tôi học bài vào 8 giờ tối nay.,nhắc tôi học bài vào giờ tối nay,calendar,validation,nhac toi hoc bai vao gio toi nay
177,Tôi thích ăn sáng nhẹ.,tôi thích ăn sáng nhẹ,personalize,validation,toi thich an sang nhe
1026,Vector database là gì?,vector database là gì,qa,train,vector database la gi
1158,Quê tôi ở Nam Định.,quê tôi ở nam định,personalize,train,que toi o nam đinh
921,Đặc sản Bắc Ninh là gì nhỉ?,đặc sản bắc ninh là gì nhỉ,qa,train,đac san bac ninh la gi nhi
275,Tôi thích làm việc có kế hoạch.,tôi thích làm việc có kế hoạch,personalize,train,toi thich lam viec co ke hoach
866,Quốc gia nào có diện tích lớn nhất?,quốc gia nào có diện tích lớn nhất,qa,train,quoc gia nao co dien tich lon nhat
836,Bật lại nhạc!,bật lại nhạc,control_device,train,bat lai nhac
263,Nhắc tôi làm bài tập vào tối nay.,nhắc tôi làm bài tập vào tối nay,calendar,train,nhac toi lam bai tap vao toi nay
1476,Computer vision dùng để làm gì?,computer vision dùng để làm gì,qa,train,computer vision dung đe lam gi
327,Tôi ăn nhạt.,tôi ăn nhạt,personalize,validation,toi an nhat
13,Cách quản lý thời gian hiệu quả?,cách quản lý thời gian hiệu quả,qa,train,cach quan ly thoi gian hieu qua
1248,Đặt lịch call khách hàng 3h chiều.,đặt lịch call khách hàng h chiều,calendar,validation,đat lich call khach hang h chieu
430,Tôi thích làm việc một mình.,tôi thích làm việc một mình,personalize,train,toi thich lam viec mot minh
859,Chuyển người dùng!,chuyển người dùng,control_device,test,chuyen nguoi dung
1067,Cookie là gì?,cookie là gì,qa,train,cookie la gi
1034,Redis là gì?,redis là gì,qa,train,redis la gi
413,Tôi thường dùng laptop vào buổi tối.,tôi thường dùng laptop vào buổi tối,personalize,train,toi thuong dung laptop vao buoi toi
932,Nhiệt độ ảnh hưởng đến con người ra sao?,nhiệt độ ảnh hưởng đến con người ra sao,qa,train,nhiet đo anh huong đen con nguoi ra sao
613,Nhắc tôi đóng học phí.,nhắc tôi đóng học phí,calendar,train,nhac toi đong hoc phi
1288,Mở ChatGPT giúp tôi!,mở chatgpt giúp tôi,control_device,test,mo chatgpt giup toi
1450,Backend với frontend khác gì nhau?,backend với frontend khác gì nhau,qa,train,backend voi frontend khac gi nhau
421,Đi xe tiết kiệm xăng như thế nào?,đi xe tiết kiệm xăng như thế nào,qa,train,đi xe tiet kiem xang nhu the nao
928,Khi nào nên bắt đầu đầu tư?,khi nào nên bắt đầu đầu tư,qa,train,khi nao nen bat đau đau tu
618,Xem lịch tháng này.,xem lịch tháng này,calendar,train,xem lich thang nay
774,Lên lịch khám sức khỏe ngày 15 tháng sau.,lên lịch khám sức khỏe ngày tháng sau,calendar,train,len lich kham suc khoe ngay thang sau
1318,Đặt lịch cafe với Long lúc 7h tối.,đặt lịch cafe với long lúc h tối,calendar,test,đat lich cafe voi long luc h toi
1396,Tôi làm ở Samsung.,tôi làm ở samsung,personalize,test,toi lam o samsung
372,Tôi không hay dùng bluetooth.,tôi không hay dùng bluetooth,personalize,train,toi khong hay dung bluetooth
142,Mở trình quản lý tác vụ!,mở trình quản lý tác vụ,control_device,test,mo trinh quan ly tac vu
172,Lịch tuần sau có gì?,lịch tuần sau có gì,calendar,train,lich tuan sau co gi
318,Cho tôi xem lịch ngày mai.,cho tôi xem lịch ngày mai,calendar,validation,cho toi xem lich ngay mai
1507,Mình học dễ vào buổi đêm hơn.,mình học dễ vào buổi đêm hơn,personalize,validation,minh hoc de vao buoi đem hon
1535,Vì sao ai model cần gpu mạnh?,vì sao ai model cần gpu mạnh,qa,train,vi sao ai model can gpu manh
356,Thêm lịch học toán lúc 7 giờ tối.,thêm lịch học toán lúc giờ tối,calendar,validation,them lich hoc toan luc gio toi
125,Bao nhiêu giây trong một phút?,bao nhiêu giây trong một phút,qa,test,bao nhieu giay trong mot phut
14,Làm sao để thịt không bị dai?,làm sao để thịt không bị dai,qa,train,lam sao đe thit khong bi dai
228,Cách ghi nhớ nhanh bài học?,cách ghi nhớ nhanh bài học,qa,train,cach ghi nho nhanh bai hoc
1180,Mở Facebook giúp tôi!,mở facebook giúp tôi,control_device,train,mo facebook giup toi
246,Nhắc tôi giặt quần áo tối nay.,nhắc tôi giặt quần áo tối nay,calendar,train,nhac toi giat quan ao toi nay
234,Vì sao việc học không nên bị gián đoạn?,vì sao việc học không nên bị gián đoạn,qa,train,vi sao viec hoc khong nen bi gian đoan
796,Khởi động terminal!,khởi động terminal,control_device,test,khoi đong terminal
1304,Tạo reminder uống thuốc lúc 9h tối.,tạo reminder uống thuốc lúc h tối,calendar,train,tao reminder uong thuoc luc h toi
596,Tắt thông báo!,tắt thông báo,control_device,train,tat thong bao
856,Ghi lại là tôi hay đi bộ buổi sáng.,ghi lại là tôi hay đi bộ buổi sáng,personalize,train,ghi lai la toi hay đi bo buoi sang
52,Tại sao băng nổi trên mặt nước?,tại sao băng nổi trên mặt nước,qa,test,tai sao bang noi tren mat nuoc
471,Đọc tin nhắn gần đây!,đọc tin nhắn gần đây,control_device,train,đoc tin nhan gan đay
66,Tại sao cơ thể cảm thấy mệt khi thiếu ngủ?,tại sao cơ thể cảm thấy mệt khi thiếu ngủ,qa,train,tai sao co the cam thay met khi thieu ngu
617,Thêm lịch dọn phòng vào chiều nay.,thêm lịch dọn phòng vào chiều nay,calendar,validation,them lich don phong vao chieu nay
1343,Đặt lịch làm assignment tối nay.,đặt lịch làm assignment tối nay,calendar,train,đat lich lam assignment toi nay
682,Tạo lịch khám bệnh vào thứ năm.,tạo lịch khám bệnh vào thứ năm,calendar,train,tao lich kham benh vao thu nam
624,Tôi thích làm việc trong yên tĩnh.,tôi thích làm việc trong yên tĩnh,personalize,validation,toi thich lam viec trong yen tinh
1492,Mình thích dark mode.,mình thích dark mode,personalize,train,minh thich dark mode
838,Nhắc tôi đi chợ sáng mai.,nhắc tôi đi chợ sáng mai,calendar,train,nhac toi đi cho sang mai
336,Mở lịch cho tôi xem!,mở lịch cho tôi xem,control_device,train,mo lich cho toi xem
1200,Google Semantic Search!,google semantic search,control_device,train,google semantic search
1334,Nhắc tôi gọi điện cho mẹ tối nay.,nhắc tôi gọi điện cho mẹ tối nay,calendar,test,nhac toi goi đien cho me toi nay
714,Tôi hay ngủ trưa khoảng 30 phút.,tôi hay ngủ trưa khoảng phút,personalize,train,toi hay ngu trua khoang phut
886,Tiếp tục video!,tiếp tục video,control_device,test,tiep tuc video
711,Tại sao nên tập thể dục buổi sáng?,tại sao nên tập thể dục buổi sáng,qa,train,tai sao nen tap the duc buoi sang
1075,Latency là gì?,latency là gì,qa,train,latency la gi
1215,Chatbot hoạt động như nào?,chatbot hoạt động như nào,qa,train,chatbot hoat đong nhu nao
1028,LLM là gì?,llm là gì,qa,validation,llm la gi
1549,Vì sao trời nồm làm sàn nhà ướt?,vì sao trời nồm làm sàn nhà ướt,qa,train,vi sao troi nom lam san nha uot
881,Hôm nay có phải nộp bài Python không?,hôm nay có phải nộp bài python không,calendar,train,hom nay co phai nop bai python khong
128,Tôi thích chơi game chiến thuật.,tôi thích chơi game chiến thuật,personalize,train,toi thich choi game chien thuat
1263,Quê mình ở Thái Bình.,quê mình ở thái bình,personalize,train,que minh o thai binh
221,Tôi thường đi xe máy.,tôi thường đi xe máy,personalize,validation,toi thuong đi xe may
133,Làm sao để ngủ nhanh hơn?,làm sao để ngủ nhanh hơn,qa,train,lam sao đe ngu nhanh hon
929,Cho tôi biết lúc nào tôi rảnh.,cho tôi biết lúc nào tôi rảnh,calendar,test,cho toi biet luc nao toi ranh
998,Tại sao ánh sáng truyền nhanh hơn âm thanh?,tại sao ánh sáng truyền nhanh hơn âm thanh,qa,train,tai sao anh sang truyen nhanh hon am thanh
137,Cách giảm căng thẳng?,cách giảm căng thẳng,qa,train,cach giam cang thang
206,Tại sao không nên tiêu hết tiền kiếm được?,tại sao không nên tiêu hết tiền kiếm được,qa,validation,tai sao khong nen tieu het tien kiem đuoc
709,Chụp ảnh!,chụp ảnh,control_device,train,chup anh
345,Tại sao cần tập thể dục?,tại sao cần tập thể dục,qa,train,tai sao can tap the duc
381,Ngày hôm nay có việc gì cần làm?,ngày hôm nay có việc gì cần làm,calendar,train,ngay hom nay co viec gi can lam
485,Tôi rảnh lúc nào trong tháng này?,tôi rảnh lúc nào trong tháng này,calendar,train,toi ranh luc nao trong thang nay
120,Tại sao cần đặt mục tiêu trong công việc?,tại sao cần đặt mục tiêu trong công việc,qa,test,tai sao can đat muc tieu trong cong viec
705,Tạo lịch sạc pin xe lúc 11 giờ đêm.,tạo lịch sạc pin xe lúc giờ đêm,calendar,test,tao lich sac pin xe luc gio đem
509,Tại sao bầu trời có màu xanh?,tại sao bầu trời có màu xanh,qa,train,tai sao bau troi co mau xanh
286,Tôi thích thời tiết dễ chịu.,tôi thích thời tiết dễ chịu,personalize,train,toi thich thoi tiet de chiu
954,Tôi thích ăn đồ ngọt.,tôi thích ăn đồ ngọt,personalize,train,toi thich an đo ngot
1043,Windows kernel là gì?,windows kernel là gì,qa,test,windows kernel la gi
1070,Monolithic là gì?,monolithic là gì,qa,train,monolithic la gi
364,Kiểm tra trạng thái hệ thống!,kiểm tra trạng thái hệ thống,control_device,train,kiem tra trang thai he thong
222,Tăng âm lượng!,tăng âm lượng,control_device,train,tang am luong
890,Giá vàng hôm nay bao nhiêu tiền?,giá vàng hôm nay bao nhiêu tiền,qa,train,gia vang hom nay bao nhieu tien
887,Thêm lịch mua đồ gia dụng.,thêm lịch mua đồ gia dụng,calendar,test,them lich mua đo gia dung
1156,Tôi học ngành Công nghệ thông tin.,tôi học ngành công nghệ thông tin,personalize,train,toi hoc nganh cong nghe thong tin
181,Tôi muốn tự động tắt đèn sau 12 giờ đêm.,tôi muốn tự động tắt đèn sau giờ đêm,personalize,train,toi muon tu đong tat đen sau gio đem
1151,Remind tôi đi học mai 7h.,remind tôi đi học mai h,calendar,train,remind toi đi hoc mai h
629,Tôi không thích kẹt xe.,tôi không thích kẹt xe,personalize,train,toi khong thich ket xe
463,Xem Recycle Bin!,xem recycle bin,control_device,validation,xem recycle bin
403,Nhắc tôi đi làm ca tối thứ sáu.,nhắc tôi đi làm ca tối thứ sáu,calendar,train,nhac toi đi lam ca toi thu sau
434,Bắc Ninh có món gì nổi tiếng?,bắc ninh có món gì nổi tiếng,qa,train,bac ninh co mon gi noi tieng
298,Hạ độ sáng màn hình!,hạ độ sáng màn hình,control_device,train,ha đo sang man hinh
1475,NLP là gì thế?,nlp là gì thế,qa,train,nlp la gi the
545,Ưu tiên đường không bị tắc.,ưu tiên đường không bị tắc,personalize,train,uu tien đuong khong bi tac
1097,Missing data là gì?,missing data là gì,qa,train,missing data la gi
540,Có lịch gì sắp tới không?,có lịch gì sắp tới không,calendar,train,co lich gi sap toi khong
1540,Xe điện đi trời mưa có an toàn không?,xe điện đi trời mưa có an toàn không,qa,train,xe đien đi troi mua co an toan khong
1118,Websocket realtime thế nào?,websocket realtime thế nào,qa,test,websocket realtime the nao
646,Tắt chế độ máy bay giúp tôi!,tắt chế độ máy bay giúp tôi,control_device,train,tat che đo may bay giup toi
477,Tại sao có gió?,tại sao có gió,qa,train,tai sao co gio
225,Machine learning khác deep learning chỗ nào?,machine learning khác deep learning chỗ nào,qa,validation,machine learning khac deep learning cho nao
833,Bật dark mode là phù hợp với tôi.,bật dark mode là phù hợp với tôi,personalize,train,bat dark mode la phu hop voi toi
689,Vì sao cần thực hành thường xuyên?,vì sao cần thực hành thường xuyên,qa,train,vi sao can thuc hanh thuong xuyen
1113,Pytorch là gì?,pytorch là gì,qa,train,pytorch la gi
314,Tôi không ăn đồ dầu mỡ.,tôi không ăn đồ dầu mỡ,personalize,test,toi khong an đo dau mo
604,Khi nào tôi không có lịch?,khi nào tôi không có lịch,calendar,test,khi nao toi khong co lich
292,Tôi quan tâm đến thị trường chứng khoán.,tôi quan tâm đến thị trường chứng khoán,personalize,train,toi quan tam đen thi truong chung khoan
202,Mở album ảnh!,mở album ảnh,control_device,train,mo album anh
970,Quay video!,quay video,control_device,validation,quay video
158,Ngày mai có bận không?,ngày mai có bận không,calendar,train,ngay mai co ban khong
1369,Bật loa ngoài giúp tôi!,bật loa ngoài giúp tôi,control_device,train,bat loa ngoai giup toi
984,Nhớ là tôi hay đi tập gym buổi chiều.,nhớ là tôi hay đi tập gym buổi chiều,personalize,train,nho la toi hay đi tap gym buoi chieu
377,Lên lịch kiểm tra công việc mỗi ngày.,lên lịch kiểm tra công việc mỗi ngày,calendar,train,len lich kiem tra cong viec moi ngay
980,Ngày mai có lịch học không?,ngày mai có lịch học không,calendar,train,ngay mai co lich hoc khong
795,Nhắc tôi gọi cho bạn vào ngày mai.,nhắc tôi gọi cho bạn vào ngày mai,calendar,train,nhac toi goi cho ban vao ngay mai
786,Tôi có lịch gì chiều nay?,tôi có lịch gì chiều nay,calendar,test,toi co lich gi chieu nay
293,Nhắc tôi tham gia cuộc họp lúc 3 giờ chiều.,nhắc tôi tham gia cuộc họp lúc giờ chiều,calendar,train,nhac toi tham gia cuoc hop luc gio chieu
127,Tại sao cần quỹ dự phòng?,tại sao cần quỹ dự phòng,qa,validation,tai sao can quy du phong
1264,Tôi học ở Đại học Bách khoa Hà Nội.,tôi học ở đại học bách khoa hà nội,personalize,validation,toi hoc o đai hoc bach khoa ha noi
1558,Vì sao con người cần vitamin c?,vì sao con người cần vitamin c,qa,test,vi sao con nguoi can vitamin c
1292,YouTube học python cơ bản!,youtube học python cơ bản,control_device,train,youtube hoc python co ban
